Frequency,Ionic radius ,Temperature,Re(Z),Img(Z)
19.1,2.06e-10,55,67410.80000000015,4482.91999999999
17.4,2.06e-10,55,67802.40000000008,4835.659999999887
15.8,2.06e-10,55,68200.60000000003,5206.360000000157
14.5,2.06e-10,55,68460.00000000015,5449.239999999731
13.2,2.06e-10,55,68860.60000000014,5801.939999999785
12.0,2.06e-10,55,69227.19999999988,6211.359999999898
11.0,2.06e-10,55,69728.20000000011,6536.90000000027
10.0,2.06e-10,55,69867.20000000039,6817.499999999965
9.12,2.06e-10,55,70460.2000000005,7173.100000000369
8.32,2.06e-10,55,70490.60000000003,7357.040000000355
7.59,2.06e-10,55,71103.40000000047,7772.920000000089
6.92,2.06e-10,55,71853.60000000056,8290.52000000043
6.31,2.06e-10,55,72380.40000000037,8572.099999999791
5.75,2.06e-10,55,73052.20000000033,9023.939999999688
5.25,2.06e-10,55,73552.0,9372.52000000021
4.79,2.06e-10,55,74082.39999999953,9611.91999999998
4.37,2.06e-10,55,74656.60000000008,10139.49999999963
3.98,2.06e-10,55,75295.6000000004,10405.199999999966
3.63,2.06e-10,55,75474.20000000046,10624.739999999714
3.31,2.06e-10,55,76471.20000000006,10977.980000000252
3.02,2.06e-10,55,76894.19999999994,11250.339999999655
2.75,2.06e-10,55,78251.99999999964,11786.939999999746
2.51,2.06e-10,55,79047.79999999957,11999.360000000139
2.29,2.06e-10,55,79724.79999999955,12324.979999999605
2.09,2.06e-10,55,80466.6,12644.600000000019
1.91,2.06e-10,55,81428.79999999994,12964.000000000387
1.74,2.06e-10,55,82325.39999999938,13174.199999999753
1.58,2.06e-10,55,83165.1999999995,13425.999999999785
1.45,2.06e-10,55,83848.39999999985,13735.60000000041
1.32,2.06e-10,55,84716.80000000015,13987.40000000013
1.2,2.06e-10,55,85819.40000000004,14180.200000000028
1.1,2.06e-10,55,86621.19999999974,14429.799999999766
1.0,2.06e-10,55,87317.80000000028,14499.599999999733
1000000.0,2.06e-10,60,2168.3000000000047,961.3900000005267
912000.0,2.06e-10,60,2200.8999999999996,997.4840000005146
832000.0,2.06e-10,60,2176.3599999999965,1017.4760000002859
759000.0,2.06e-10,60,2175.079999999999,1066.1600000002852
692000.0,2.06e-10,60,2282.799999999998,1176.5000000001103
631000.0,2.06e-10,60,2315.9999999999964,1242.019999999933
575000.0,2.06e-10,60,2269.479999999999,1293.1599999999498
525000.0,2.06e-10,60,2252.5600000000045,1370.2199999996592
479000.0,2.06e-10,60,2281.399999999999,1481.5600000000704
437000.0,2.06e-10,60,2384.499999999999,1601.6800000002604
398000.0,2.06e-10,60,2391.399999999997,1724.860000000069
363000.0,2.06e-10,60,2472.2199999999957,1852.200000000003
331000.0,2.06e-10,60,2506.019999999996,1978.2799999999847
302000.0,2.06e-10,60,2573.4400000000046,2168.379999999654
275000.0,2.06e-10,60,2586.159999999992,2306.239999999685
251000.0,2.06e-10,60,2646.400000000006,2510.919999999729
229000.0,2.06e-10,60,2624.8200000000065,2668.859999999534
209000.0,2.06e-10,60,2681.660000000007,2938.579999999659
191000.0,2.06e-10,60,2733.960000000012,3140.739999999591
174000.0,2.06e-10,60,2772.8199999999965,3415.840000000283
158000.0,2.06e-10,60,2832.4799999999996,3735.9800000003434
145000.0,2.06e-10,60,2908.3799999999983,4045.240000000126
132000.0,2.06e-10,60,3159.4200000000046,4483.219999999678
120000.0,2.06e-10,60,3313.8599999999933,4939.899999999751
110000.0,2.06e-10,60,3495.679999999993,5384.459999999838
100000.0,2.06e-10,60,3636.3799999999846,5865.01999999966
91200.0,2.06e-10,60,3710.2600000000084,6384.219999999754
83200.0,2.06e-10,60,3986.5199999999977,6949.2200000000985
75900.0,2.06e-10,60,4086.719999999999,7457.679999999719
69200.0,2.06e-10,60,4374.699999999994,8193.620000000255
63100.0,2.06e-10,60,4607.420000000009,8880.92000000034
57500.0,2.06e-10,60,4874.820000000013,9559.720000000101
52500.0,2.06e-10,60,5557.82000000001,10663.980000000309
47900.0,2.06e-10,60,5912.519999999999,11411.080000000336
43700.0,2.06e-10,60,6487.160000000041,12511.800000000476
39800.0,2.06e-10,60,6892.299999999974,13531.400000000118
36300.0,2.06e-10,60,7446.379999999965,14535.79999999986
33100.0,2.06e-10,60,8227.699999999997,15607.599999999671
30200.0,2.06e-10,60,9381.49999999999,16875.600000000362
27500.0,2.06e-10,60,10490.42000000002,18302.600000000097
25100.0,2.06e-10,60,11758.15999999998,19572.999999999818
22900.0,2.06e-10,60,12431.800000000048,20602.3999999996
20900.0,2.06e-10,60,13823.19999999993,21886.19999999982
19100.0,2.06e-10,60,15942.200000000008,23328.199999999844
17400.0,2.06e-10,60,17404.00000000001,24505.8000000002
15800.0,2.06e-10,60,19039.200000000088,25592.999999999825
14500.0,2.06e-10,60,21295.000000000102,26571.199999999943
13200.0,2.06e-10,60,24161.400000000016,27308.99999999964
12000.0,2.06e-10,60,25886.799999999883,28178.19999999938
11000.0,2.06e-10,60,28582.800000000036,28869.79999999973
10000.0,2.06e-10,60,31429.599999999995,29220.99999999921
9120.0,2.06e-10,60,35321.1999999999,29408.39999999965
8320.0,2.06e-10,60,38412.99999999963,29151.79999999993
7590.0,2.06e-10,60,41215.7999999999,28599.399999999907
6920.0,2.06e-10,60,43426.80000000032,27845.6000000005
6310.0,2.06e-10,60,46147.20000000035,26809.000000000364
5750.0,2.06e-10,60,48037.00000000019,25866.800000000025
5250.0,2.06e-10,60,49957.99999999995,24650.20000000035
4790.0,2.06e-10,60,52602.00000000001,23091.000000000575
4370.0,2.06e-10,60,53871.800000000316,21904.40000000024
3980.0,2.06e-10,60,55044.600000000086,20691.999999999567
3630.0,2.06e-10,60,56460.20000000019,19140.60000000026
3310.0,2.06e-10,60,58055.40000000011,17237.20000000011
3020.0,2.06e-10,60,58711.39999999971,16717.39999999988
2750.0,2.06e-10,60,59510.999999999956,14257.479999999874
2510.0,2.06e-10,60,60093.799999999865,13793.279999999673
2290.0,2.06e-10,60,60853.00000000002,12914.719999999523
2090.0,2.06e-10,60,61370.600000000166,11950.040000000346
1910.0,2.06e-10,60,61742.79999999998,11173.200000000394
1740.0,2.06e-10,60,62165.19999999986,9786.640000000027
1580.0,2.06e-10,60,62575.39999999985,9125.299999999894
1450.0,2.06e-10,60,62817.40000000001,8214.940000000059
1320.0,2.06e-10,60,62901.40000000001,7636.940000000244
1200.0,2.06e-10,60,63016.200000000055,6718.140000000058
1100.0,2.06e-10,60,63212.80000000047,6181.560000000138
1000.0,2.06e-10,60,63261.20000000019,5505.939999999817
912.0,2.06e-10,60,63457.399999999805,5035.259999999988
832.0,2.06e-10,60,63383.19999999994,4401.140000000051
759.0,2.06e-10,60,63597.00000000013,4101.080000000097
692.0,2.06e-10,60,63495.6000000002,3593.640000000058
631.0,2.06e-10,60,63445.60000000006,3166.024000000145
575.0,2.06e-10,60,63355.59999999995,2679.6420000003222
525.0,2.06e-10,60,63488.60000000001,2574.842000000312
479.0,2.06e-10,60,63574.19999999992,2363.782000000322
437.0,2.06e-10,60,63592.199999999895,2188.2040000003713
398.0,2.06e-10,60,63604.39999999992,1925.4300000005362
363.0,2.06e-10,60,63611.5999999999,1820.39000000053
331.0,2.06e-10,60,63693.79999999991,1423.004000000279
302.0,2.06e-10,60,63682.39999999991,1295.3680000002482
275.0,2.06e-10,60,63693.39999999992,1115.5200000003695
251.0,2.06e-10,60,63693.39999999992,1048.9920000003938
229.0,2.06e-10,60,63685.79999999993,916.7080000003363
209.0,2.06e-10,60,63672.999999999985,882.9300000002486
191.0,2.06e-10,60,63623.00000000016,851.9520000000392
174.0,2.06e-10,60,63600.40000000024,800.6439999996467
158.0,2.06e-10,60,63600.20000000025,724.5679999998596
145.0,2.06e-10,60,63601.40000000024,715.8319999998582
132.0,2.06e-10,60,63611.80000000021,698.0800000001415
120.0,2.06e-10,60,63690.59999999993,700.0380000004469
110.0,2.06e-10,60,63695.199999999895,705.4680000004483
100.0,2.06e-10,60,63698.79999999991,736.718000000524
91.2,2.06e-10,60,63701.39999999991,772.1019999999285
83.2,2.06e-10,60,63710.19999999993,794.3819999999137
75.9,2.06e-10,60,63730.800000000076,833.85199999983
69.2,2.06e-10,60,63781.20000000035,910.5240000001093
63.1,2.06e-10,60,63809.80000000042,990.4220000001504
57.5,2.06e-10,60,63850.200000000164,1079.4860000000738
52.5,2.06e-10,60,63732.200000000186,1689.679999999867
47.9,2.06e-10,60,63914.99999999974,986.1880000003395
43.7,2.06e-10,60,64002.59999999965,1162.800000000334
39.8,2.06e-10,60,64011.59999999975,1628.740000000188
36.3,2.06e-10,60,63984.800000000076,1742.8999999997332
33.1,2.06e-10,60,64161.80000000029,1878.2999999998538
30.2,2.06e-10,60,64279.800000000134,2016.8199999998576
27.5,2.06e-10,60,64419.60000000019,2255.1199999999644
25.1,2.06e-10,60,64556.20000000031,2630.400000000055
22.9,2.06e-10,60,64549.40000000037,2690.0600000000586
20.9,2.06e-10,60,64655.00000000039,2815.920000000091
19.1,2.06e-10,60,64853.200000000266,2996.819999999817
17.4,2.06e-10,60,64960.600000000224,3251.599999999969
15.8,2.06e-10,60,65189.39999999991,3577.58000000024
14.5,2.06e-10,60,65276.00000000018,3798.500000000406
13.2,2.06e-10,60,65400.200000000135,3972.7200000002595
12.0,2.06e-10,60,65731.99999999993,4330.439999999919
11.0,2.06e-10,60,65925.00000000026,4601.91999999995
10.0,2.06e-10,60,66235.19999999959,5046.099999999654
9.12,2.06e-10,60,66445.99999999967,5320.659999999652
8.32,2.06e-10,60,66604.59999999973,5490.0199999993565
7.59,2.06e-10,60,66919.19999999997,5858.899999999497
6.92,2.06e-10,60,67504.40000000026,6434.6399999997
6.31,2.06e-10,60,67617.60000000014,6632.159999999734
5.75,2.06e-10,60,68090.4000000001,7058.440000000234
5.25,2.06e-10,60,68591.40000000011,7492.960000000247
4.79,2.06e-10,60,68954.80000000002,7839.44000000002
4.37,2.06e-10,60,69493.79999999997,8253.860000000004
3.98,2.06e-10,60,70134.19999999994,8766.400000000094
3.63,2.06e-10,60,70373.20000000004,8967.760000000248
3.31,2.06e-10,60,71153.79999999983,9524.420000000151
3.02,2.06e-10,60,71619.79999999984,9833.699999999824
2.75,2.06e-10,60,72635.79999999973,10409.019999999655
2.51,2.06e-10,60,73032.9999999997,10645.7199999998
2.29,2.06e-10,60,73764.19999999965,11081.760000000224
2.09,2.06e-10,60,74287.39999999964,11373.400000000507
1.91,2.06e-10,60,75722.20000000038,12008.600000000124
1.74,2.06e-10,60,76288.60000000028,12265.800000000041
1.58,2.06e-10,60,77178.39999999983,12736.199999999822
1.45,2.06e-10,60,77949.80000000018,13051.80000000028
1.32,2.06e-10,60,78323.20000000007,13223.2000000003
1.2,2.06e-10,60,79725.99999999943,13781.600000000408
1.1,2.06e-10,60,80500.99999999997,14002.599999999782
1.0,2.06e-10,60,81315.3999999998,14279.399999999627
